Image;Class;Mean;Variance;Standard Deviation;Entropy;Skewness;Kurtosis;Contrast;Energy;ASM;Homogeneity;Dissimilarity;Correlation;Coarseness
Image1068;0;756.132.507.324.219;454.348.753.953.141;213.154.580.985.993;0.193831399392476;326.881.720.473.448;111.867.368.790.255;827.041.429.475.016;0.39925041896975;0.159400897047521;0.616236280036322;328.020.240.354.206;0.969460872328071;7,46E-141
Image1069;0;126.461.181.640.625;667.514.544.572.831;258.363.028.425.669;0.104621456649234;248.318.358.449.758;649.025.226.569.304;819.931.482.149.297;0.286695380195924;0.082194241025686;0.543853142685742;364.010.097.367.472;0.967119665881646;7,46E-141
Image1070;1;604.627.990.722.656;664.080.157.449.937;257.697.527.626.855;0.001341164255165;489.522.574.733.649;256.538.217.335.782;893.438.746.438.746;0.03050894977324;0.000930796016266;0.296265329814335;573.247.863.247.863;0.961522641506237;7,46E-141
Image1071;0;380.364.990.234.375;254.236.088.195.836;159.447.824.756.513;0.064573406026492;514.799.433.097.084;294.371.742.644.618;109.362.511.542.013;0.22243320768228;0.049476531879829;0.465963651464276;488.051.708.217.913;0.957721328162543;7,46E-141
Image1072;0;627.511.596.679.688;467.297.551.589.367;216.170.662.114.304;0.274267880600677;393.027.582.060.797;161.625.845.959.882;766.855.256.954.267;0.482473531567178;0.232780708662905;0.667490818978287;298.312.116.925.978;0.979058267825552;7,46E-141
Image1073;0;931.906.127.929.688;619.359.232.186.783;248.869.289.424.546;0.220332158301687;314.898.900.238.779;104.232.405.543.241;681.863.697.705.803;0.428136931328747;0.183301231967596;0.628540733727473;306.072.874.493.927;0.980191977939409;7,46E-141
Image1074;0;134.709.625.244.141;796.103.150.011.022;282.152.999.277.169;0.12970291076177;252.768.967.024.072;673.811.338.594.525;720.589.990.817.264;0.321586944961547;0.103418163169701;0.578621617790138;337.396.694.214.876;0.977614322225799;7,46E-141
Image1075;0;175.882.720.947.266;914.916.381.376.711;302.475.847.197.212;0.155216078155668;213.202.911.757.943;508.151.948.216.335;819.898.848.684.211;0.354171707509463;0.125437598400169;0.592636391446939;350.855.263.157.895;0.973970425245452;7,46E-141
Image1076;0;68.990.478.515.625;499.300.512.604.151;223.450.332.871.569;0.26262432923388;370.385.268.776.768;143.112.188.651.246;800.070.958.809.277;0.47110554697549;0.221940436391076;0.675692950591378;28.423.329.871.928;0.977684334827715;7,46E-141
Image1077;0;103.362.274.169.922;673.697.999.962.533;259.556.930.164.181;0.208095678859853;296.053.052.455.615;921.933.226.695.424;720.976.198.032.371;0.415028154663763;0.172248369163608;0.62679561596426;31.930.180.894.954;0.979222190174047;7,46E-141
Image1078;0;147.150.726.318.359;84.856.647.218.596;291.301.643.007.031;0.187508354925516;2.349.418.991.163;592.678.024.193.887;691.455.479.452.055;0.392066356211203;0.15371602767273;0.630440728168885;304.842.085.235.921;0.979335478072672;7,46E-141
Image1079;0;190.397.491.455.078;970.685.963.804.301;31.155.833.543.725;0.134925888106777;207.298.579.622.403;487.889.015.911.558;87.605.918.440.996;0.328571154535527;0.107959003592809;0.573297812014988;372.372.589.117.447;0.972413288925983;7,46E-141
Image1080;1;766.737.365.722.656;416.326.130.883.229;204.040.714.290.856;0.089381806100554;347.611.232.976.004;141.437.078.361.255;988.928.947.368.421;0.263616573949632;0.069493698060942;0.55486025388179;334.570.175.438.596;0.954129754855738;7,46E-141
Image1081;0;291.856.384.277.344;908.210.403.593.546;953.000.736.407.662;0.223253300611479;367.447.604.133.861;139.437.551.351.301;17.496;0.429944880188147;0.1848526;0.736742314943464;13.466;0.973682543683622;7,46E-141
Image1082;0;35.400.390.625;107.398.392.868.083;103.633.195.872.791;0.219745340009209;331.573.393.892.046;113.778.033.754.909;178.261.089.133.911;0.426467350631776;0.181874401154886;0.730913233073656;140.611.059.675.112;0.973529465021101;7,46E-141
Image1083;0;565.664.672.851.563;161.908.829.904.736;127.243.400.577.294;0.094168422763086;26.169.462.103.408;702.354.453.518.305;312.306.621.287.129;0.267405270047806;0.07150557844934;0.706226908967973;172.215.346.534.654;0.946263604530381;7,46E-141
Image1084;0;320.063.781.738.281;103.668.432.507.841;101.817.696.157.319;0.096492176672449;349.896.906.532.986;124.105.056.777.876;420.474.423.535.648;0.271482535089998;0.073702766858892;0.669965716766215;215.478.399.151.868;0.928787927565822;7,46E-141
Image1085;0;699.685.668.945.313;187.431.167.600.254;136.905.503.030.468;0.081513157828356;234.927.604.762.672;57.158.259.542.158;25.545.974.025.974;0.247537752393128;0.061274938859842;0.697202331023783;158.779.220.779.221;0.954104809834049;7,46E-141
Image1086;0;49.569.091.796.875;146.134.825.401.344;120.886.238.009.686;0.095161036064947;279.852.892.497.044;799.487.806.860.314;331.210.324.380.886;0.268831101839654;0.072270161316322;0.692732255807103;183.432.159.051.273;0.942634422013117;7,46E-141
Image1087;0;245.108.032.226.562;825.280.814.004.966;908.449.676.099.324;0.117333483331165;400.205.400.928.542;162.096.127.819.171;456.643.610.013.175;0.301402320010554;0.090843358507745;0.68179477858697;227.371.541.501.976;0.927394414083889;7,46E-141
Image1088;0;143.894.653.320.313;86.587.044.223.058;294.256.765.806.766;0.142622198221225;248.474.739.234.668;657.173.501.284.003;708.905.109.489.051;0.338441996867819;0.114542985243877;0.596539135378213;310.208.083.669.245;0.979417178148734;7,46E-141
Image1089;0;180.917.663.574.219;105.908.107.447.948;325.435.258.458.496;0.11354037120189;218.339.183.002.447;508.135.246.755.105;823.863.990.744.932;0.299292394563329;0.089575937443452;0.585297842416071;318.746.541.924.451;0.976631458097769;7,46E-141
Image1090;0;159.759.063.720.703;943.144.895.755.724;307.106.642.024.513;0.125676471347998;233.941.565.511.866;583.812.239.350.778;695.583.412.673.225;0.316254473826582;0.100016892215328;0.576802082106644;307.235.798.159.314;0.979719056546725;7,46E-141
Image1091;0;185.984.497.070.313;107.064.375.126.591;327.206.930.132.281;0.154005498815999;210.988.435.635.685;48.436.605.990.413;843.998.038.866.108;0.352422301473511;0.124201478575886;0.618397166947744;310.955.607.060.082;0.977170069836744;7,46E-141
Image1092;1;511.863.708.496.094;474.147.571.897.186;217.749.298.941.968;0.005018081346115;454.954.295.125.965;210.160.605.877.564;134.748.379.129.361;0.059068547475768;0.003489093300897;0.42905463329311;22.664.402.593.393;0.954210500911842;7,46E-141
Image1093;0;737.722.778.320.313;617.229.582.845.206;248.441.055.955.977;0.167345345188159;374.915.668.498.851;144.540.277.180.171;12.428.429.046.037;0.368793134785223;0.136008376264712;0.61303526889307;354.959.658.281.917;0.972984190033079;7,46E-141
Image1094;0;126.393.280.029.297;896.335.903.068.747;299.388.694.353.803;0.131929036118556;276.035.609.345.541;791.218.909.581.808;152.447.862.019.404;0.324479693645384;0.105287071588203;0.584863097918523;40.504.491.555.875;0.962296116916707;7,46E-141
Image1095;0;169.565.277.099.609;112.755.122.377.828;335.790.295.240.687;0.096855498012008;237.068.100.736.609;5.872.149.046.371;121.903.393.939.394;0.274972899574593;0.075610095500459;0.560266020850042;383.757.575.757.576;0.968531149202138;7,46E-141
Image1096;1;156.513.214.111.328;150.264.534.670.831;38.763.969.697.495;0.008368970688318;305.970.792.920.544;98.895.451.725.929;15.818.775.635.767;0.07727890807119;0.005972029632675;0.398019960618828;543.406.480.721.903;0.963319113268746;7,46E-141
Image1097;1;127.069.244.384.766;118.011.974.871.755;343.528.710.403.883;0.025855808896517;323.461.490.565.053;111.796.960.048.568;167.931.857.891.672;0.137414682339282;0.018882794922406;0.473908603739804;441.688.992.428.655;0.9571098168614;7,46E-141
Image1098;0;801.902.770.996.094;652.387.390.163.078;25.541.875.228.007;0.233379899999757;353.877.886.804.504;129.047.451.908.118;129.022.607.022.607;0.441690806884027;0.195090768885863;0.655125106002704;336.142.376.142.376;0.97198734229836;7,46E-141
Image1099;1;157.161.712.646.484;130.608.668.900.285;361.398.213.748.055;0.010632916596804;284.123.238.777.649;85.585.112.754.408;139.011.665.710.461;0.087212650472094;0.007606046402368;0.394141785463874;500.401.606.425.703;0.950816714410144;7,46E-141
Image1100;1;165.677.795.410.156;153.276.963.515.871;391.506.019.769.647;0.009085334526898;296.731.025.190.165;936.042.688.529.157;134.131.578.947.368;0.080594526974499;0.006495477778243;0.393011070119949;522.654.462.242.563;0.96781234500387;7,46E-141
Image1101;1;741.897.583.007.813;926.112.005.506.894;304.320.884.184.259;0.016015614252193;447.454.245.183.087;205.804.760.080.848;151.620.628.930.818;0.107745669916265;0.011609129385705;0.379276411146728;467.471.698.113.208;0.966617688803884;7,46E-141
Image1102;1;129.280.090.332.031;170.765.062.919.976;130.677.106.992.761;0.00951643174052;105.039.670.769.407;113.257.344.354.639;206.482.962.962.963;0.082085304753749;0.006737997256516;0.336976363552898;622.814.814.814.815;0.936856210975401;7,46E-141
Image1103;1;817.915.344.238.281;565.297.858.728.818;237.759.933.279.099;0.04704219216195;385.239.791.690.046;166.210.567.671.915;102.369.809.322.034;0.188134042404663;0.03539441791152;0.50492616781124;372.934.322.033.898;0.96775549324407;7,46E-141
Image1104;1;912.257.385.253.906;693.600.822.651.152;263.363.023.724.127;0.020607478478198;382.348.850.170.778;16.290.309.549.288;939.616.930.980.567;0.122749821990545;0.015067518798711;0.418505298145784;454.735.313.826.223;0.973801663305459;7,46E-141
Image1105;0;781.379.699.707.031;299.384.022.345.074;173.027.171.954.313;0.093861552436078;265.844.761.491.987;738.915.460.957.411;553.058.174.453.523;0.270030917465726;0.072916696387382;0.584414992313603;293.386.409.665.479;0.953015240580767;7,46E-141
Image1106;0;492.446.899.414.063;206.239.411.639.648;143.610.379.722.236;0.102807935605076;332.352.991.443.732;11.335.489.542.349;681.793.591.344.153;0.283209438335796;0.080207585962477;0.585790793249951;330.898.876.404.494;0.941727270038754;7,46E-141
Image1107;1;318.601.989.746.094;314.159.476.822.744;177.245.444.743.368;0.179837310716886;635.428.815.432.511;438.895.364.345.424;165.700.312.989.045;0.383582630697622;0.147135634572908;0.569095278613336;432.994.261.867.501;0.969997429291336;7,46E-141
Image1108;0;701.792.907.714.844;273.560.720.608.218;165.396.711.154.792;0.100218728311084;27.955.798.577.136;81.266.315.164.714;582.821.132.075.472;0.279479473444644;0.078108776076896;0.591271030506745;302.732.075.471.698;0.950242819819536;7,46E-141
Image1109;0;403.858.947.753.906;173.413.261.092.161;131.686.468.967.833;0.113155606117615;368.360.653.223.878;139.580.026.109.264;715.650.480.710.722;0.298161352892916;0.088900192358934;0.594944582972068;33.574.297.188.755;0.939273105380285;7,46E-141
Image1110;0;166.099.395.751.953;911.181.758.816.518;301.857.873.645.283;0.056178387306844;233.744.275.639.298;593.349.726.878.215;102.554.513.888.889;0.206502204619179;0.042643160512582;0.494556154990582;421.770.833.333.333;0.960613308368718;7,46E-141
Image1111;0;846.189.880.371.094;454.250.732.668.378;213.131.586.741.238;0.087517826179106;300.715.043.996.249;951.503.068.621.957;135.799.145.299.145;0.260943075451149;0.068091288625904;0.522566694524692;467.675.213.675.214;0.933928835370663;7,46E-141
Image1112;1;104.761.810.302.734;856.708.427.346.136;292.695.819.468.973;0.001841975439676;345.280.824.383.303;127.648.369.992.498;188.615.374.524.465;0.035800296649051;0.00128166124016;0.335311278170745;671.664.698.937.426;0.916831204641375;7,46E-141
Image1113;0;156.375.732.421.875;85.326.356.021.407;292.106.754.494.666;0.063613679033818;237.883.274.451.183;61.441.005.940.701;101.611.820.330.969;0.220388902040623;0.048571268142671;0.507626526940276;413.463.356.973.995;0.960434043605298;7,46E-141
Image1114;0;686.729.431.152.344;373.667.173.643.032;193.304.726.699.331;0.093246248789172;333.313.962.513.059;116.832.738.716.077;162.363.726.363.726;0.269891338317102;0.072841334498596;0.527857737912149;484.744.084.744.085;0.919098110921348;7,46E-141
Image1115;1;808.149.719.238.281;944.771.101.086.158;307.371.290.312.898;0.005758757441752;436.807.026.758.719;201.747.483.458.191;365.773.641.420.625;0.06397948889305;0.004093374999016;0.283708207359219;977.877.620.881.472;0.920637791514484;7,46E-141
Image1116;0;322.064.666.748.047;260.435.409.678.123;510.328.727.075.131;0.056007573106335;201.971.937.083.486;438.108.992.710.954;423.663.641.520.136;0.206095159514798;0.04247521477543;0.502325307646182;650.349.782.567.593;0.939391645389362;7,46E-141
Image1117;0;970.393.371.582.031;883.845.498.379.334;297.295.391.551.792;0.066870399217166;350.492.445.161.639;126.950.299.880.388;32.830.007.390.983;0.226469281976475;0.05128833567894;0.461593256787236;752.007.883.715.201;0.932261225567053;7,46E-141
Image1118;0;729.069.519.042.969;663.686.863.680.985;257.621.207.139.666;0.105506938125647;3.967.376.463.551;162.741.440.504.093;322.092.294.422.082;0.288288995222783;0.083110544766562;0.487742460504982;731.713.628.522.139;0.935125320465048;7,46E-141
Image1119;1;125.838.775.634.766;945.632.075.599.977;307.511.312.897.587;0.007245340930561;340.211.933.313.859;134.131.000.436.401;104.649.908.680.188;0.071726188744395;0.005144646151797;0.399237789988336;538.315.870.421.994;0.966294656119503;7,46E-141
Image1120;0;141.066.589.355.469;553.290.129.947.295;235.221.200.138.783;0.061371772340526;215.208.467.615.394;504.664.278.434.978;873.707.670.338.637;0.215823636198744;0.046579841942048;0.566893449672068;365.881.272.949.816;0.942210507810101;7,46E-141
Image1121;0;859.664.916.992.188;400.661.451.023.269;200.165.294.450.179;0.088094877121345;272.159.282.880.532;76.525.135.061.783;828.579.998.421.343;0.260879869279831;0.068058306195462;0.609398530244126;348.741.021.390.796;0.947223263679176;7,46E-141
Image1122;1;127.347.259.521.484;104.044.761.763.741;32.255.970.263.463;0.003489652813904;35.094.041.502.205;137.085.446.348.915;112.481.447.963.801;0.049430693045043;0.002443393414913;0.383542390873138;553.041.729.512.318;0.969291480638399;7,46E-141
Image1123;1;137.291.259.765.625;933.555.812.668.939;305.541.455.889.203;0.012504111505802;327.669.616.290.592;129.162.393.065.428;110.326.812.241.253;0.094740514048775;0.008975765002226;0.444133319654958;51.793.165.029.629;0.962901535343785;7,46E-141
Image1124;0;137.787.933.349.609;557.450.363.926.461;23.610.386.780.535;0.060011347920385;217.950.172.624.844;509.260.903.530.806;902.833.387.323.183;0.213142262242214;0.045429623953729;0.577020330879629;360.630.601.446.928;0.93962580148327;7,46E-141
Image1125;0;757.200.622.558.594;36.384.669.263.811;190.747.658.606.367;0.086834283605225;291.128.770.404.243;874.858.477.185.849;886.018.485.602.559;0.258978957375087;0.067070100363087;0.597848922144066;368.983.291.859.225;0.94350315438144;7,46E-141
Image1126;0;289.088.439.941.406;160.922.445.056.149;126.855.210.794.098;0.147629920234788;474.001.174.306.632;229.697.328.037.113;132.943.195.266.272;0.344229918088821;0.118494236507436;0.62136786266533;453.688.362.919.132;0.925422084291445;7,46E-141
Image1127;1;718.421.936.035.156;112.826.133.957.814;335.896.016.585.214;0.002365707213931;505.072.261.718.336;260.172.234.391.603;142.812.628.689.087;0.040553740944729;0.001644605904612;0.313542006985709;647.288.949.897.049;0.963475136250516;7,46E-141
Image1128;1;199.535.217.285.156;25.747.086.238.619;507.415.867.298.402;0.00501646406707;303.186.106.755.416;955.448.559.852.717;170.520.711.417.097;0.059489950209151;0.003539054175887;0.367851179009325;597.934.595.524.957;0.967287368512059;7,46E-141
Image1129;0;941.165.161.132.812;908.541.403.760.839;30.142.020.565.331;0.107648966025863;362.008.876.258.024;134.867.199.448.951;274.971.644.152.367;0.291206716116105;0.084801351511126;0.521685673498373;643.300.474.625.776;0.953154879952164;7,46E-141
Image1130;1;112.507.629.394.531;210.459.926.677.203;145.072.370.449.098;0.005388743255039;131.120.591.887.933;173.424.540.534.099;103.944.444.444.444;0.06127637471905;0.003754794098709;0.252124446326865;616.137.566.137.566;0.895183985423486;7,46E-141
Image1131;1;204.104.461.669.922;246.191.427.747.217;49.617.681.097.288;0.003719029669362;294.088.210.589.197;899.886.171.698.796;184.659.467.010.531;0.051119423281481;0.002613195436631;0.35038022799724;61.728.992.048.141;0.959051308587485;7,46E-141
Image1132;1;204.697.570.800.781;23.986.466.716.035;489.759.805.578.561;0.003684870307606;290.682.139.320.903;874.939.836.580.711;222.710.992.907.801;0.050806897285112;0.00258134081174;0.346416000444372;725.229.453.483.521;0.95072309998968;7,46E-141
Image1133;1;702.316.284.179.688;913.627.808.874.962;302.262.767.947.851;0.00438955908099;459.510.568.552.984;21.467.788.680.833;513.361.635.220.126;0.055278868770465;0.003055753332542;0.357193292503173;430.283.018.867.925;0.896307669939775;7,46E-141
Image1134;0;654.069.519.042.969;676.000.991.886.535;260.000.190.747.341;0.138160038702726;438.157.199.490.679;196.885.015.632.045;327.859.683.794.466;0.33261023849967;0.110629570754807;0.553182836842629;691.798.418.972.332;0.948653895671299;7,46E-141
Image1135;0;181.934.814.453.125;175.095.323.940.686;41.844.393.165.714;0.148095342259761;268.637.826.350.383;751.077.808.146.093;217.260.165.289.256;0.345391008432023;0.11929494870569;0.576887124279327;462.466.115.702.479;0.972197305211716;7,46E-141
